application_id,applicant_country,destination_country,application_type,visa_category,submission_date,decision_date,season,priority_processing,biometrics_completed,countries_visited,schengen_visits,us_visits,uk_visits,overstay_history,previous_rejections,applicant_age,gender,employment_status,marital_status,document_completeness,supporting_docs_provided,interview_required,financial_docs_provided,sponsorship_letter,processing_office,application_status,rejection_reason
APP000683,Somalia,Switzerland,Online,Tourist,28-07-2024,06-09-2024,Summer,No,Yes,8,8,2,1,No,0,45,M,Student,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000684,Yemen,UK,In-Person,Tourist,12-02-2023,31-03-2023,Winter,No,Yes,13,8,3,2,No,1,10,M,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Rejected,High Risk Route
APP000685,Armenia,Croatia,Online,Tourist,05-08-2023,13-09-2023,Summer,No,Yes,4,1,1,0,No,0,31,F,Student,Married,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP000686,Kenya,Qatar,In-Person,Student,17-02-2023,17-03-2023,Winter,Yes,Yes,16,2,2,3,Yes,0,67,F,Self-Employed,Married,Yes,No,No,Yes,Yes,Office C - Small Town,Rejected,Previous Visa Overstay
APP000687,Syria,Ireland,Online,Family,18-05-2024,13-04-2025,Spring,No,Yes,9,3,3,4,No,2,36,F,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,Previous Visa Rejections
APP000688,Russia,Greece,Online,Student,05-04-2023,10-06-2023,Spring,No,Yes,1,0,0,0,No,0,21,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP000689,Syria,Malta,Online,Tourist,29-10-2023,17-12-2023,Fall,No,No,9,1,0,3,No,1,45,F,Self-Employed,Divorced,No,No,Yes,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP000690,Japan,Canada,Online,Work,18-01-2023,05-04-2023,Winter,No,Yes,24,2,4,2,No,0,49,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP000691,Cuba,Romania,Online,Tourist,27-04-2024,05-06-2024,Spring,No,Yes,20,5,2,2,No,0,43,F,Self-Employed,Single,No,Yes,No,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP000692,Zimbabwe,Slovenia,Mail,Business,25-09-2024,24-10-2024,Fall,No,Yes,6,2,1,1,No,0,33,M,Employed,Divorced,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP000693,Turkey,Romania,In-Person,Business,23-11-2023,21-12-2023,Fall,No,Yes,4,2,1,1,No,0,25,M,Employed,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000694,Armenia,Romania,In-Person,Tourist,24-07-2023,22-09-2023,Summer,No,Yes,14,5,1,4,No,3,50,F,Student,Married,Yes,No,Yes,Yes,No,Office A - Metro,Approved,
APP000695,Kazakhstan,New Zealand,Online,Tourist,20-03-2024,16-04-2024,Spring,No,Yes,20,6,0,6,No,0,48,F,Student,Married,Yes,No,No,Yes,No,Office C - Small Town,Approved,
APP000696,South Korea,Canada,Online,Business,26-11-2024,03-01-2025,Fall,No,Yes,2,0,0,1,No,0,76,M,Retired,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Rejected,Poor Travel History
APP000697,Chile,Slovakia,Online,Student,10-10-2024,03-01-2025,Fall,No,Yes,20,2,2,2,No,0,27,F,Student,Married,Yes,Yes,Yes,No,No,Office C - Small Town,Rejected,Insufficient Financial Proof
APP000698,China,Italy,Online,Work,24-04-2023,31-07-2023,Spring,No,Yes,2,0,0,2,No,1,55,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP000699,Philippines,Lithuania,Online,Transit,20-03-2024,25-03-2024,Spring,No,Yes,40,4,0,5,No,0,26,F,Self-Employed,Married,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000700,Qatar,Germany,Online,Business,10-01-2023,12-02-2023,Winter,No,Yes,15,1,0,0,No,0,64,F,Employed,Single,Yes,No,No,Yes,No,Office A - Metro,Approved,
APP000701,Kenya,Italy,Online,Tourist,25-01-2024,18-03-2024,Winter,No,Yes,2,0,0,0,No,0,60,F,Self-Employed,Married,No,Yes,Yes,No,Yes,Office F - Consulate,Rejected,Incomplete Documentation
APP000702,Lebanon,Germany,In-Person,Tourist,02-06-2023,13-07-2023,Summer,No,Yes,16,5,1,4,No,0,21,M,Employed,Married,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP000703,Kenya,Canada,In-Person,Tourist,01-07-2024,16-08-2024,Summer,No,Yes,8,8,3,1,No,0,50,M,Employed,Single,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP000704,Tanzania,Slovenia,In-Person,Tourist,24-12-2023,16-01-2024,Winter,Yes,Yes,0,0,0,0,No,0,55,F,Student,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Poor Travel History
APP000705,Colombia,Canada,In-Person,Business,24-11-2024,06-01-2025,Fall,No,Yes,16,2,0,1,No,2,31,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP000706,Uzbekistan,USA,In-Person,Tourist,25-04-2023,02-06-2023,Spring,No,No,24,8,3,3,No,0,58,F,Retired,Divorced,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP000707,Philippines,UK,Mail,Tourist,30-07-2023,23-09-2023,Summer,No,Yes,0,0,0,0,No,0,43,F,Employed,Married,No,No,No,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
APP000708,Turkey,Sweden,In-Person,Tourist,18-09-2023,20-10-2023,Fall,No,Yes,7,6,1,0,No,0,46,M,Employed,Divorced,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP000709,Morocco,Germany,In-Person,Work,25-05-2023,05-08-2023,Spring,No,Yes,12,1,2,1,Yes,0,28,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Previous Visa Overstay
APP000710,Qatar,Denmark,In-Person,Work,25-07-2024,30-09-2024,Summer,No,Yes,10,1,0,1,No,0,31,M,Student,Single,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP000711,Brazil,Spain,In-Person,Tourist,29-01-2023,10-03-2023,Winter,No,Yes,2,0,0,0,No,0,61,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP000712,Ethiopia,Canada,In-Person,Student,25-09-2023,25-11-2023,Fall,No,Yes,5,2,0,1,No,0,58,F,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP000713,Kuwait,Malta,Online,Student,11-09-2024,05-11-2024,Fall,No,No,10,7,1,0,No,0,33,F,Student,Single,Yes,No,Yes,Yes,No,Office D - Capital,Rejected,Insufficient Supporting Documents
APP000714,Thailand,Australia,Online,Student,28-07-2023,05-09-2023,Summer,Yes,Yes,16,3,1,3,No,0,58,M,Student,Single,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP000715,Turkey,France,Online,Business,18-09-2024,11-10-2024,Fall,No,Yes,22,6,2,1,No,0,23,M,Employed,Single,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP000716,Albania,Cyprus,Online,Student,01-11-2023,16-02-2024,Fall,No,Yes,11,4,0,0,No,0,32,M,Employed,Married,No,Yes,Yes,Yes,Yes,Office B - Regional,Approved,
APP000717,Turkey,Sweden,Online,Tourist,29-11-2023,10-01-2024,Fall,No,Yes,43,9,0,0,No,3,54,F,Student,Widowed,Yes,Yes,Yes,Yes,Yes,Office E - Border,Approved,
APP000718,Angola,UK,Online,Student,06-09-2024,23-11-2024,Fall,No,Yes,11,1,0,3,No,0,25,F,Self-Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP000719,Georgia,Austria,Online,Tourist,16-02-2023,01-04-2023,Winter,No,Yes,20,2,0,1,No,0,36,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP000720,Uzbekistan,Italy,Mail,Family,10-10-2024,18-11-2025,Fall,No,Yes,21,8,2,3,No,0,30,F,Employed,Married,Yes,Yes,No,Yes,Yes,Office C - Small Town,Approved,
APP000721,Somalia,Australia,Online,Work,12-01-2024,18-03-2024,Winter,Yes,No,5,0,0,0,No,2,75,F,Employed,Married,No,Yes,No,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP000722,Thailand,Netherlands,Online,Tourist,27-07-2024,25-10-2024,Summer,No,Yes,1,0,0,1,No,1,31,F,Employed,Married,No,Yes,Yes,No,No,Office E - Border,Rejected,Incomplete Documentation
APP000723,Chile,France,Online,Tourist,27-07-2024,03-09-2024,Summer,No,Yes,6,6,0,1,No,1,39,M,Employed,Single,Yes,No,No,No,No,Office A - Metro,Rejected,Insufficient Financial Proof
APP000724,Georgia,Denmark,In-Person,Work,29-03-2023,02-07-2023,Spring,No,Yes,8,6,4,3,No,0,35,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP000725,Moldova,Estonia,Online,Tourist,22-03-2023,16-04-2023,Spring,No,Yes,9,7,3,0,No,0,44,M,Employed,Married,Yes,No,No,Yes,No,Office F - Consulate,Rejected,Insufficient Supporting Documents
APP000726,Russia,Netherlands,Mail,Tourist,20-06-2023,07-08-2023,Summer,No,Yes,1,0,0,0,No,2,48,F,Student,Divorced,Yes,No,Yes,No,No,Office C - Small Town,Rejected,Insufficient Financial Proof
APP000727,Bosnia,Austria,Online,Tourist,06-09-2023,09-10-2023,Fall,No,Yes,1,1,0,0,No,2,19,F,Student,Married,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP000728,Russia,Germany,Online,Tourist,19-05-2024,13-07-2024,Spring,No,Yes,7,2,1,1,No,0,75,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office D - Capital,Rejected,Unable to Verify Information
APP000729,Morocco,USA,In-Person,Business,11-05-2023,20-06-2023,Spring,No,Yes,2,2,2,0,No,0,28,F,Student,Married,Yes,No,Yes,Yes,No,Office D - Capital,Rejected,Insufficient Supporting Documents
APP000730,India,Singapore,In-Person,Tourist,14-01-2024,06-03-2024,Winter,No,No,39,3,5,2,No,1,6,M,Unemployed,Married,No,Yes,Yes,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
APP000731,South Africa,Germany,Online,Tourist,16-05-2023,15-06-2023,Spring,No,Yes,7,1,0,4,No,0,42,F,Student,Single,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP000732,Colombia,Qatar,In-Person,Student,04-02-2023,15-03-2023,Winter,No,Yes,0,0,0,0,No,1,50,M,Employed,Married,Yes,Yes,No,No,Yes,Office B - Regional,Rejected,Insufficient Financial Proof
APP000733,Bangladesh,Spain,Online,Business,07-01-2023,01-02-2023,Winter,No,Yes,6,4,3,1,No,0,57,M,Employed,Married,Yes,Yes,No,No,No,Office E - Border,Approved,
APP000734,Algeria,Germany,Online,Student,18-09-2023,16-11-2023,Fall,No,Yes,50,5,1,0,No,0,54,F,Self-Employed,Single,Yes,Yes,No,Yes,Yes,Office B - Regional,Approved,
APP000735,Turkey,Netherlands,Online,Tourist,04-01-2023,26-01-2023,Winter,No,Yes,13,5,4,1,No,0,55,M,Employed,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP000736,Serbia,Australia,In-Person,Student,14-08-2023,16-10-2023,Summer,No,No,7,3,0,2,No,0,59,M,Student,Divorced,Yes,Yes,Yes,No,No,Office C - Small Town,Rejected,Insufficient Financial Proof
APP000737,Afghanistan,Ireland,Online,Student,28-07-2023,24-09-2023,Summer,No,Yes,10,5,0,1,No,0,45,M,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office D - Capital,Approved,
APP000738,Bangladesh,France,Online,Tourist,29-05-2024,24-06-2024,Spring,No,Yes,19,7,1,6,No,0,55,M,Self-Employed,Single,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000739,Palestine,France,In-Person,Business,07-09-2023,01-10-2023,Fall,No,No,10,5,0,0,No,0,25,M,Employed,Married,Yes,No,No,Yes,No,Office A - Metro,Approved,
APP000740,Kuwait,UAE,Online,Tourist,23-05-2024,18-06-2024,Spring,No,No,5,0,0,0,No,1,56,F,Employed,Single,Yes,Yes,No,No,No,Office C - Small Town,Rejected,Insufficient Financial Proof
APP000741,Turkey,Luxembourg,Online,Tourist,28-02-2023,20-03-2023,Winter,Yes,Yes,1,0,1,0,No,0,65,F,Student,Divorced,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP000742,Moldova,Australia,In-Person,Tourist,23-05-2023,18-06-2023,Spring,Yes,Yes,6,6,1,1,No,1,44,F,Student,Married,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP000743,Myanmar,Spain,Online,Business,18-11-2023,08-01-2024,Fall,No,Yes,10,3,1,0,No,3,27,F,Employed,Married,No,Yes,Yes,No,Yes,Office D - Capital,Rejected,Incomplete Documentation
APP000744,Lebanon,Spain,In-Person,Tourist,20-08-2023,18-11-2023,Summer,No,Yes,12,4,2,0,No,0,44,M,Employed,Single,No,Yes,Yes,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP000745,Oman,France,Mail,Tourist,01-07-2023,08-08-2023,Summer,No,Yes,47,4,1,2,No,0,49,M,Self-Employed,Single,Yes,No,No,Yes,No,Office F - Consulate,Approved,
APP000746,Yemen,Bulgaria,Online,Tourist,29-03-2023,13-05-2023,Spring,No,Yes,2,1,0,0,No,3,65,F,Employed,Married,Yes,No,Yes,Yes,No,Office F - Consulate,Rejected,Previous Visa Rejections
APP000747,Zimbabwe,Germany,Online,Tourist,31-01-2023,12-03-2023,Winter,No,Yes,16,4,1,3,No,1,57,F,Employed,Single,No,No,Yes,Yes,No,Office E - Border,Rejected,Incomplete Documentation
APP000748,China,Canada,Online,Tourist,19-12-2023,15-01-2024,Winter,No,No,12,7,2,0,No,0,49,M,Employed,Married,Yes,No,No,No,No,Office F - Consulate,Rejected,Insufficient Financial Proof
APP000749,Turkey,USA,In-Person,Business,04-02-2024,29-02-2024,Winter,Yes,Yes,40,8,1,3,No,0,42,F,Employed,Married,Yes,No,Yes,No,No,Office B - Regional,Rejected,Insufficient Financial Proof
APP000750,Turkey,France,Online,Business,01-08-2023,04-09-2023,Summer,No,Yes,28,8,3,5,No,0,39,M,Student,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP000751,Iraq,Bulgaria,Online,Student,28-09-2023,25-11-2023,Fall,No,Yes,10,7,2,0,No,0,74,M,Student,Widowed,Yes,Yes,Yes,Yes,Yes,Office D - Capital,Approved,
APP000752,Tanzania,Slovenia,Online,Work,28-07-2023,05-11-2023,Summer,No,Yes,18,4,0,2,No,2,31,F,Retired,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Rejected,Previous Visa Rejections
APP000753,DRC,Italy,In-Person,Student,01-03-2023,14-05-2023,Spring,No,Yes,7,7,1,0,No,0,44,M,Student,Single,No,Yes,Yes,No,Yes,Office D - Capital,Rejected,Incomplete Documentation
APP000754,Senegal,Canada,Online,Business,21-06-2023,15-07-2023,Summer,No,Yes,29,4,1,6,No,0,18,F,Employed,Married,Yes,Yes,No,Yes,Yes,Office E - Border,Approved,
APP000755,South Africa,Austria,Mail,Student,04-01-2024,24-02-2024,Winter,No,Yes,10,4,0,1,No,3,40,M,Self-Employed,Single,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Rejected,Previous Visa Rejections
APP000756,India,Portugal,In-Person,Student,20-12-2024,02-02-2025,Winter,No,Yes,29,3,0,1,No,1,51,M,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Approved,
APP000757,Zimbabwe,Spain,In-Person,Tourist,04-08-2023,23-09-2023,Summer,No,Yes,8,7,1,0,No,3,34,F,Employed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Previous Visa Rejections
APP000758,Zimbabwe,Malta,In-Person,Business,06-05-2023,06-06-2023,Spring,No,No,4,0,2,0,No,1,8,F,Self-Employed,Married,Yes,No,Yes,Yes,No,Office B - Regional,Rejected,Insufficient Supporting Documents
APP000759,China,Japan,Online,Student,24-03-2024,19-05-2024,Spring,No,Yes,35,10,1,0,No,0,42,F,Employed,Single,Yes,Yes,Yes,No,No,Office B - Regional,Rejected,Insufficient Financial Proof
APP000760,Pakistan,UK,Online,Business,03-07-2023,29-07-2023,Summer,Yes,Yes,4,1,1,0,No,1,52,F,Self-Employed,Married,Yes,Yes,No,Yes,Yes,Office C - Small Town,Rejected,High Risk Route
APP000761,South Africa,France,Online,Student,05-02-2024,31-03-2024,Winter,No,Yes,10,2,4,0,No,0,74,F,Unemployed,Married,Yes,Yes,Yes,No,No,Office D - Capital,Rejected,Insufficient Financial Proof
APP000762,Turkey,Germany,In-Person,Tourist,10-07-2024,19-08-2024,Summer,No,Yes,0,0,0,0,No,0,76,F,Student,Married,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP000763,India,Italy,Online,Business,07-07-2024,15-08-2024,Summer,No,Yes,1,1,0,1,No,1,39,F,Unemployed,Single,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,No Proof of Employment
APP000764,Tunisia,Bulgaria,Mail,Family,04-01-2023,20-09-2023,Winter,Yes,Yes,14,5,1,1,No,0,60,F,Retired,Single,Yes,No,No,Yes,No,Office C - Small Town,Rejected,Insufficient Supporting Documents
APP000765,Pakistan,Latvia,In-Person,Tourist,10-01-2024,02-02-2024,Winter,No,Yes,18,5,4,2,No,0,19,F,Self-Employed,Married,Yes,No,No,Yes,No,Office F - Consulate,Rejected,Insufficient Supporting Documents
APP000766,Ghana,Spain,Online,Work,29-12-2024,16-02-2025,Winter,Yes,Yes,16,5,1,1,No,0,35,F,Student,Married,No,Yes,No,No,No,Office A - Metro,Rejected,Incomplete Documentation
APP000767,Somalia,USA,In-Person,Student,10-02-2023,10-05-2023,Winter,No,Yes,10,4,0,3,No,0,55,F,Self-Employed,Divorced,Yes,Yes,Yes,Yes,Yes,Office E - Border,Approved,
APP000768,India,Singapore,Online,Tourist,17-04-2023,14-05-2023,Spring,No,Yes,11,8,1,1,No,0,67,F,Retired,Widowed,Yes,No,No,Yes,No,Office B - Regional,Approved,
APP000769,Dominican Republic,Denmark,In-Person,Tourist,06-03-2024,29-03-2024,Spring,No,Yes,0,0,0,0,No,0,76,M,Employed,Married,Yes,Yes,No,No,No,Office D - Capital,Rejected,Insufficient Financial Proof
APP000770,Somalia,Luxembourg,Online,Transit,13-10-2024,20-10-2024,Fall,No,Yes,2,0,1,2,No,2,25,M,Retired,Single,No,Yes,Yes,Yes,Yes,Office F - Consulate,Rejected,Incomplete Documentation
APP000771,Russia,Germany,In-Person,Work,13-06-2024,29-09-2024,Summer,No,Yes,6,4,1,1,No,0,51,M,Retired,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP000772,Cameroon,France,Online,Tourist,27-07-2023,03-09-2023,Summer,No,Yes,37,8,1,0,No,0,38,M,Employed,Married,Yes,No,No,Yes,No,Office D - Capital,Approved,
APP000773,Senegal,USA,In-Person,Work,09-02-2024,19-05-2024,Winter,No,Yes,30,10,0,4,No,0,55,M,Retired,Single,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP000774,Serbia,USA,In-Person,Tourist,09-11-2023,20-12-2023,Fall,No,Yes,4,0,0,0,No,1,44,F,Employed,Married,Yes,No,Yes,No,Yes,Office A - Metro,Rejected,Insufficient Financial Proof
APP000775,DRC,Australia,Mail,Student,01-03-2024,01-05-2024,Spring,No,Yes,10,1,3,0,No,0,55,F,Retired,Married,No,Yes,Yes,Yes,Yes,Office F - Consulate,Rejected,Incomplete Documentation
APP000776,Senegal,Sweden,Online,Student,23-07-2024,23-10-2024,Summer,No,No,36,4,2,1,No,3,23,M,Employed,Married,No,No,Yes,Yes,Yes,Office B - Regional,Rejected,Incomplete Documentation
APP000777,Brazil,USA,In-Person,Business,03-06-2023,02-08-2023,Summer,No,Yes,5,2,0,2,No,0,25,M,Employed,Married,No,No,Yes,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
APP000778,Bahrain,Cyprus,Online,Tourist,27-02-2024,11-04-2024,Winter,No,Yes,6,6,1,1,No,0,48,M,Student,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP000779,Argentina,Belgium,Online,Business,17-12-2023,21-01-2024,Winter,No,Yes,12,5,2,2,No,0,56,F,Retired,Married,Yes,Yes,No,Yes,Yes,Office D - Capital,Approved,
APP000780,Morocco,Estonia,Online,Work,02-11-2023,25-01-2024,Fall,No,Yes,5,2,1,0,No,0,33,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office D - Capital,Rejected,Doubts About Purpose of Visit
APP000781,Azerbaijan,Czech Republic,In-Person,Student,16-12-2024,28-01-2025,Winter,No,No,2,1,0,0,No,4,45,F,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Rejected,Previous Visa Rejections
APP000782,China,Canada,In-Person,Student,19-05-2023,08-08-2023,Spring,No,Yes,13,5,0,2,No,0,45,M,Employed,Single,No,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP000783,Ghana,Switzerland,Online,Tourist,01-07-2024,17-08-2024,Summer,No,Yes,6,6,1,1,No,1,31,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP000784,Zimbabwe,Hungary,Online,Business,11-09-2024,05-11-2024,Fall,No,No,28,6,4,2,No,2,9,F,Student,Single,No,Yes,Yes,No,Yes,Office A - Metro,Rejected,Incomplete Documentation
APP000785,Morocco,Estonia,Online,Tourist,21-02-2024,24-03-2024,Winter,No,Yes,5,1,1,0,No,0,21,F,Employed,Married,No,Yes,No,Yes,No,Office E - Border,Rejected,Incomplete Documentation
APP000786,Ghana,Slovenia,Online,Student,10-02-2023,29-03-2023,Winter,Yes,Yes,2,0,1,2,No,0,52,F,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Approved,
APP000787,UAE,Spain,In-Person,Tourist,24-10-2023,18-11-2023,Fall,No,Yes,14,2,3,0,No,0,32,M,Employed,Divorced,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP000788,Oman,Spain,In-Person,Tourist,02-03-2024,29-03-2024,Spring,No,Yes,31,6,0,1,No,0,55,F,Student,Married,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP000789,China,UK,Online,Work,25-02-2024,30-04-2024,Winter,No,Yes,20,2,7,2,No,2,58,F,Self-Employed,Married,Yes,No,Yes,No,No,Office D - Capital,Rejected,Insufficient Financial Proof
APP000790,Azerbaijan,UK,In-Person,Tourist,21-01-2024,07-03-2024,Winter,No,Yes,33,3,3,0,No,0,54,M,Self-Employed,Married,No,Yes,No,Yes,No,Office C - Small Town,Approved,
APP000791,Ivory Coast,UK,Online,Tourist,29-01-2023,27-02-2023,Winter,No,Yes,5,0,1,0,No,1,57,F,Retired,Single,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP000792,Morocco,Portugal,In-Person,Tourist,24-06-2024,25-07-2024,Summer,No,Yes,4,0,0,1,No,0,22,F,Employed,Single,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP000793,India,Luxembourg,In-Person,Work,07-07-2023,10-09-2023,Summer,Yes,Yes,1,1,0,0,No,0,59,F,Retired,Married,Yes,Yes,Yes,No,Yes,Office D - Capital,Rejected,Insufficient Financial Proof
APP000794,Nigeria,Spain,Online,Tourist,29-04-2023,23-05-2023,Spring,No,Yes,24,2,0,2,No,0,39,M,Employed,Divorced,Yes,Yes,No,No,No,Office E - Border,Approved,
APP000795,Venezuela,Hungary,Online,Tourist,06-08-2024,30-09-2024,Summer,No,Yes,4,0,0,1,No,0,61,M,Employed,Single,No,Yes,No,Yes,No,Office E - Border,Rejected,Incomplete Documentation
APP000796,India,Portugal,Online,Tourist,12-08-2023,22-09-2023,Summer,No,Yes,37,9,1,2,No,0,36,M,Student,Married,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP000797,Turkey,Spain,In-Person,Student,09-06-2023,08-08-2023,Summer,No,Yes,8,3,0,0,No,2,21,M,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Approved,
APP000798,China,UK,In-Person,Student,02-08-2024,28-09-2024,Summer,No,Yes,17,6,1,2,No,2,28,F,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office E - Border,Approved,
APP000799,Egypt,Lithuania,Online,Business,06-07-2023,28-07-2023,Summer,No,No,9,5,3,0,No,0,26,F,Employed,Divorced,Yes,No,No,No,No,Office C - Small Town,Rejected,Insufficient Financial Proof
APP000800,Yemen,UK,Online,Student,25-07-2024,18-10-2024,Summer,No,Yes,8,5,1,1,No,0,44,F,Self-Employed,Married,Yes,No,Yes,Yes,Yes,Office D - Capital,Approved,
APP000801,Somalia,Norway,Online,Student,07-03-2023,12-05-2023,Spring,No,Yes,14,4,3,4,No,0,55,F,Self-Employed,Single,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP000802,Russia,Cyprus,In-Person,Student,08-10-2024,07-12-2024,Fall,No,Yes,3,1,0,2,No,2,41,F,Employed,Married,Yes,Yes,No,Yes,No,Office A - Metro,Rejected,Missing Sponsorship Letter
APP000803,Sri Lanka,Italy,Online,Student,07-11-2023,17-01-2024,Fall,No,Yes,17,3,2,0,No,1,61,M,Student,Divorced,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP000804,Ivory Coast,Germany,Online,Family,22-07-2024,15-12-2025,Summer,No,Yes,1,0,0,0,No,0,60,M,Employed,Divorced,No,No,Yes,Yes,No,Office B - Regional,Rejected,Incomplete Documentation
APP000805,Belarus,Italy,Online,Student,23-02-2024,06-04-2024,Winter,No,Yes,18,7,3,1,No,0,56,M,Employed,Married,Yes,No,No,Yes,Yes,Office C - Small Town,Approved,
APP000806,Serbia,USA,In-Person,Tourist,30-04-2023,03-06-2023,Spring,No,Yes,19,7,4,2,No,1,51,F,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office F - Consulate,Approved,
APP000807,Nepal,Canada,Mail,Tourist,27-08-2024,10-10-2024,Summer,No,Yes,5,1,0,0,No,2,58,F,Student,Divorced,Yes,Yes,Yes,Yes,No,Office E - Border,Rejected,Previous Visa Rejections
APP000808,Cameroon,Norway,Online,Student,02-04-2024,14-05-2024,Spring,No,Yes,19,3,1,1,No,2,28,F,Retired,Single,Yes,Yes,Yes,Yes,Yes,Office E - Border,Approved,
APP000809,Turkey,Qatar,Online,Business,01-12-2024,31-12-2024,Winter,No,Yes,5,1,1,1,No,0,24,M,Employed,Single,Yes,No,Yes,No,No,Office A - Metro,Rejected,Insufficient Financial Proof
APP000810,Russia,UK,Online,Tourist,13-05-2024,13-06-2024,Spring,No,Yes,6,4,0,1,No,1,29,M,Unemployed,Single,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP000811,Syria,Germany,Mail,Business,24-08-2023,18-10-2023,Summer,No,Yes,40,5,9,1,No,2,26,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP000812,Venezuela,Switzerland,Online,Business,23-02-2023,27-03-2023,Winter,No,Yes,1,1,0,0,No,0,59,M,Self-Employed,Single,Yes,No,No,Yes,No,Office A - Metro,Approved,
APP000813,Moldova,USA,In-Person,Student,26-02-2024,13-04-2024,Winter,No,No,10,1,0,1,No,1,7,M,Retired,Divorced,Yes,No,No,Yes,No,Office C - Small Town,Approved,
